phone_name,url,user_name,comment_text,star_ratings,bought_at,recommendation
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,Lê Hoàng Phúc,Nhiên viên quản lý phục vụ rất tốt.ai ở cần thơ thì ghé ngay thế giới di động vừa qua cầu quan trung nha.mới mua hôm qua,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,HUY,Sp tốt lắm ạ,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,HAO,"Điện thoại rất tốt, dịch vụ hổ trợ tại shop rất tốt, nhân viên rất vui vẻ nhiệt tình",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,PHƯƠNG,rất tốt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,MINH,"Sản phẩm chính hãng , nhân viên bán hàng tận tình",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=1,AN,Quá ok,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,PHƯƠNG,Rất tuyệt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,NGỌC,Rất hài lòng với sản phẩm,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,DỰ,Tận tình chu đáo,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,CHIẾN,Rất ok,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,TOẢN,San Pham ok,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,QUÝ,Rất ok,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,TÌNH,Sản phẩm rất đẹp và khác biệt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,MẪN,Nhân viên nhiệt tình,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,VƯỢNG,ok ko bị lỗi gì ngoài ios16 lổi tiếng việt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,DIỆP,Tốt,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,PHẬN,Sản phẩm tuyệt vời,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,SƠN,iPhone 14 pro thật tuyệt vời.,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,TA,nhân viên rất nhiệt tình,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,KHOA,Rất hoàn hảo,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,TUẤN,Máy chính hãng đảm bảo,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,CHỨC,Sản phẩm OK,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,THÀNH,Dùng rất ok hihi,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,THÀNH,Tất tốt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,SUNUK,Tot,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,DUNG,Rất tốt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,TRÌNH,Xài rất tốt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,QUANG,Tôt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,LƯƠNG,Ok lắm,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,BÉ,Rất cảm ơn ĐMX đã hỗ trợ rất nhiệt tình Đặc biết là nhân viên!,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,DƯƠNG,Tuyệt vời,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,THÀNH,Sản phẩm rất tốt,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,CƯỜNG,Rất tốt,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,DUNG,Nhân viên tư vấn nhiệt tình,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,CHÂU,Ok,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=2,HOÀNG,Máy ok nhứt nách,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,TRỌNG,Đựp,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,HẬU,Ok. Giao hangd nhanh,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,HOÀNG,Tốt,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,KHANH,Good...!,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,THẮNG,Tuyệt,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,MINH,máy mới. dùng rất mượt. mỗi tội là vợ dùng tgdd nên có chính sách mua 1 tặng 1 . để tôi còn có cái mà dùng,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Vũ Đình Long,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Anh Thành,,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Chị Tiên,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,SON,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,THIỆN,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,TÂM,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,BẢO,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,HƯNG.,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,KIÊN,Xài rất OK tôi rất hài lòng so này,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,ĐÔNG,,5,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,TÚ,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,VÂN,,5,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Mai Thị Oanh,sản phẩm tốt,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Nguyễn Văn Thắng,Sản phẩm ok,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Katherine,"Máy xài mượt lắm, chụp hình tốt, lướt các app nhanh và tiện cực kỳ",4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Nguyễn Văn Hiến,Ok,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Nguyen Le Thanh Bao,ok,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Vũ Tường Lâm,Good,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,Bay,"Máy mới mua máy đang 10 % pin khởi động lại cái còn 5 , sạc 95 % khởi động lại có khi 100 % . Pin rất ảo",4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,NHI,👍☺️,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,TRANG,Hài lòng với sp,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,PHƯỢNG,Tôi thấy tốt,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,HANG,Tư vấn nhiệt tình,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=3,BÍCH,Cũng bình thường,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,LÂM,Rất ưng,4,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,NHƯ,Nhìn chung là hài lòng,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,TẰN,Đặt hàng nhận bảo hành 2 năm chính hãng mà kích hoạt đc bảo hành 1 năm…,4,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Hoà,Mượt mà.,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Nguyễn Công Bằng,,4,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,LONG,,4,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,SƠN,,4,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,LINH,,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,NGHĨA,,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,TUYẾN,,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,THIỆN,,4,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,DƯƠNG,,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,GẤM,,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,DŨNG,,4,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Huỳnh Dung,Con 14 pro khi tắt màn hình nó vẫn sáng mờ chứ không tắt tối hẳn phải ko ạ,3,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,TƯỞNG,Không có gì đột phá so với thế hệ trước,3,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Hùng,,3,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Mỹ Trinh,,3,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,NG C,,3,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Trần Đình Bảo Luân,"Máy mua gần tháng. Đánh giá chất lượng sơn viền và lưng rất tệ, dễ bong tróc, loang lỗ. Bàn phism gõ telex hay bị lỗi mất dấu, camera bình thường. Máy xem tiktok được vài phút rất nóng. Pin tuột nhanh.",2,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,QUANG,- cứ đang nghe đc 20s là bên kia ko nghe thấy gì,2,Đã mua tại TGDD,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,Thinh,"Sản phẩm hay bị lỗi đen màn hình, hôm bữa vứa mua về lâu lâu bị đen màn hình như hình, sau vài ngày thì gọi điện thoại cũng bị đen, chụp hình cũng bị đen, sử dụng app zalo lâu lâu còn bị đứng màn hình khoảng vài giây, xem youtube hay bị tắt ứng dụng. Lâu lâu cũng có trường hợp bị đen có một sọc trên màn hình nữa. Mình đi bảo hành và sửa chữa tại TGDD và lên tận TTBH của apple chạy lại phần mềm nhưng cũng không giải quyết được vấn đề này, tới bây giờ sau hơn 1 tháng mua mình cảm thấy rất bực khi mà mua một sản phẩm cao cấp mà bị các cái lỗi ở những sản phẩm thường không bị bao giờ. Sếp của mình có sử dụng loại 14 pro max cũng bị tình trạng tương tự khi cắm sạc vào hoặc bấm tăng giảm âm lượng. Mình khuyên các bạn không nên mua sản phẩm này cho tới khi nhà sản xuất khắc phục được ở các lô sau, hiện tại bị lỗi này rất nhiều",1,Đã mua tại DMX,
iPhone 14 Pro 128GB,https://www.thegioididong.com/dtdd/iphone-14-pro/danh-gia?p=4,THƯƠNG,Dùng đc vài ngày lỗi fb k bấm đc vào phần nt riêng phải vào mess tìm tên người đó mới nt đc,1,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Tạ Thị Quyên,Cảm ơn,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Tiên,Hàng quá đẹp,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Em Thắng,Tốt,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Tiến,"Location: Khách chưa chọn địa chỉ
rất hài lòng",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Cao Hoàng Hùng,"Máy tốt giá hời ,không có gì phải bàn cãi ,mua hàng tgdd nhiều lần thấy rấc ok",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Phạm Văn Huồng,Ok,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Kiều Đại Nhân,Máy đẹp pin trâu,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Nguyễn Kinh Hoàng,Sản phẩm tóit,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Đoàn Hiếu Minh,"Giao hàng nhanh, hướng dẫn chu đáo, thái độ vui vẻ tận tình!",5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Trương Quang Định,Ok,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Lâm,Ok,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Mai,Nhân viên tư vấn nhiệt tình máy tới hiện tại dùng vẫn ok,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Anh Danh,"Dt sai đc 2 tuần,OK hết,man hình hoi nhỏ,ai muốn man hình OK thì sai 14plus…",5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Chị Y,Tôi đang sử dụng sản phẩm rất OK,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Chị Thu Trang,Sản phẩm tốt... chức năng tốt...ko bị lỗi,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Chị Huyến,Ok,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Tran The An,😘,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,CƯỜNG,Rất tốt,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,DUY,Mình dùng được 2 tuần chưa có vấn đề gì cả,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,MẠNH,Rất tốt,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,TH%C0NH,Xài ngon,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,LOAN,"Tôi rất hài lòng với sản phẩm này của tgdd , đt iPhone 14 lướt nhanh chụp hình trong sáng",5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,TRUYỀN,Tốt,5,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,HIỀN,Tốt,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,MONG,Rất tốt,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Uyên,,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,S N,,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,Chị Liên,,5,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,TMH,"Mình mua tặng vợ con 14 128G màu tím nhạt , kích hôm 14/12 chưa xạc .Vợ không thích nên lại mua con 14Prm rồi , dư máy ai thiện chí mình để lại cho rẻ hơn mới vài triệu ạ : 0986013xxx",5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=1,QUANG,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,AN,,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,DUNG,,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,KIỀU,,5,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Nguyễn Quang Sáng,,5,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Ân,Tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Hoàng Thị Kim Nhung,"Chụp hình đẹp, dễ sử dụng",4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Chị Anh,Phục vụ nhiệt tình chu đáo,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Phạm Thị Thuỷ,Tốt.,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Đăng Văn Trường,Phục vụ nhanh và chu đáo,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Oanh,Tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Anh Toán,Ok,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,LONG,Mới dùng nên thấy ổn,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,TÚ,"Máy đẹp,dùng OK",4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,HẢI,Nhân viên nhiệt tình,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,NHI,Tốt,4,Đã mua tại TGDD,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,TÂM,"Màn hình iPhone 14 thường hơi nhỏ, tầm 6,4in thì OK hơn",4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Chú Tiến,,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Khánh,,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Bác Phạm Văn Lợi,,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Thủy,,4,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,C Thảo,,4,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,TÍN,,4,Đã mua tại TGDD,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Anh Đức,Dung lượng pin dùng tạm ổn,3,Đã mua tại DMX,"Sẽ giới thiệu cho bạn bè, người thân"
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,Chị Hương,Pin hao quá nhanh. 100% pin mà sử dụng như pin 90%.,3,Đã mua tại DMX,
iPhone 14 128GB,https://www.thegioididong.com/dtdd/iphone-14/danh-gia?p=2,HƯNG,,3,Đã mua tại TGDD,
